cohort,chain,n_ep,sn,sigma_log,p,detected,n_pinned
immrep25_pos,A,20,2.2688097123672897,0.40979373031521993,0.0010012157664647482,True,0
immrep25_pos,A,20,2.048120516671422,0.38050494397383555,0.0016670125737330641,True,0
immrep25_pos,A,20,2.0294719349611734,0.3753865982508111,0.0016572814765221523,True,1
immrep25_pos,A,20,2.059141216562214,0.33496541597721635,0.0004987464909837264,True,0
immrep25_pos,A,20,2.489954358188075,0.3825053654521869,0.00018175156728160975,True,0
immrep25_pos,A,20,2.140479509482047,0.33570351820248295,0.00030565205895484665,True,0
immrep25_pos,A,20,2.58541943407807,0.3314394060995404,2.2805558497711514e-05,True,0
immrep25_pos,A,20,2.3454522061197136,0.3691529678883923,0.0002535933305266099,True,0
immrep25_pos,A,20,2.5856843721572647,0.3772368066539636,0.0001014420076795945,True,0
immrep25_pos,A,20,2.3760191245676108,0.3545725896557535,0.00014231030184950146,True,0
immrep25_pos,A,20,2.1469538091890605,0.41610820102465085,0.0020605864933065814,True,0
immrep25_pos,A,20,2.2395348280886704,0.3942332994194553,0.0008165214937861947,True,0
immrep25_pos,A,20,2.676687567002044,0.39623499236708537,0.0001173687066747261,True,0
immrep25_pos,A,20,2.1329317021013043,0.36907248322310077,0.0007905687529231726,True,0
immrep25_pos,A,20,2.409688853687901,0.3496515116083439,0.0001027454056439485,True,0
immrep25_pos,A,20,2.075911233282059,0.3675847091989339,0.0010567171924955915,True,2
immrep25_pos,A,20,2.329155205825703,0.3345227594191188,9.745424653794752e-05,True,1
immrep25_pos,A,20,2.1048277718970563,0.32367465818942376,0.0002649746156270253,True,1
immrep25_pos,A,20,2.121176930728517,0.35774314758618486,0.0006345657047893249,True,0
immrep25_pos,A,20,2.4947606705279375,0.31515049360815,1.9687606751438016e-05,True,0
immrep25_pos,A,20,1.8680802308075786,0.37440857781847037,0.004293109789706037,True,0
immrep25_pos,A,20,2.3188569803905983,0.32696293789694686,8.018676399735196e-05,True,1
immrep25_pos,A,20,2.446328273879617,0.30785213533135614,1.927052055904847e-05,True,0
immrep25_pos,A,20,2.3152943599719205,0.39162830516717956,0.0005273923882867913,True,0
immrep25_pos,A,20,2.254944029287021,0.3431623961992827,0.0001945321894473973,True,0
immrep25_pos,A,20,2.294968396608571,0.3757668668498311,0.00039193446740681906,True,0
immrep25_pos,A,20,2.5715688680072826,0.3879538511915378,0.00014619444579039656,True,0
immrep25_pos,A,20,1.8969441022744835,0.3765297207965037,0.0037440186009164247,True,0
immrep25_pos,A,20,2.7593694663928217,0.33549822427664006,1.1696131025502928e-05,True,0
immrep25_pos,A,20,2.59850238418671,0.3913120435758594,0.00014257060582998466,True,0
immrep25_pos,A,20,2.410931644899806,0.3793322779914185,0.00024199707451805948,True,0
immrep25_pos,A,20,1.85283866574657,0.3431079076330364,0.002444498963923143,True,1
immrep25_pos,A,20,2.2563794006252005,0.3428042038605382,0.00019086314990348203,True,0
immrep25_pos,A,20,1.9114757186772127,0.33514870778015265,0.001342096789356067,True,0
immrep25_pos,A,20,2.057307073692972,0.3825597372984668,0.0016554117733128257,True,0
immrep25_pos,A,20,2.097494319473419,0.404584869301856,0.002109446681020156,True,0
immrep25_pos,A,20,2.352555210511038,0.3905944428388758,0.0004291135144631062,True,0
immrep25_pos,A,20,1.9042606798272939,0.38844176137127345,0.004502394877439477,True,1
immrep25_pos,A,20,2.6757896644850123,0.40842906802857465,0.0001629653651313628,True,1
immrep25_pos,A,20,2.3743979758726255,0.3737331851040551,0.00024859196665590375,True,0
immrep25_pos,A,20,2.430487323184617,0.3793504417056428,0.00022043839803185264,True,0
immrep25_pos,A,20,2.237922154108583,0.40773201764990225,0.0011112479950586098,True,0
immrep25_pos,A,20,2.4225270913048798,0.41039284913672136,0.0004994073545322713,True,1
immrep25_pos,A,20,2.1985571682283904,0.32348678513082735,0.00014572558988208716,True,0
immrep25_pos,A,20,1.8922461974383784,0.39060028634114563,0.005028045152177082,True,2
immrep25_pos,A,20,2.502433196670291,0.34934865553037986,6.367878900594281e-05,True,0
immrep25_pos,A,20,2.501705244117178,0.31285594037952447,1.7344005146441933e-05,True,0
immrep25_pos,A,20,2.086807387325886,0.3556716186748271,0.0007368410442109116,True,0
immrep25_pos,A,20,2.3746323668344136,0.3714265730391008,0.0002330668627911344,True,1
immrep25_pos,A,20,2.199991358901889,0.38938970616604884,0.000893515767082046,True,1
immrep25_pos,A,20,2.0172294160586905,0.34368321628358933,0.0008288451619978453,True,0
immrep25_pos,A,20,2.0840095656481297,0.40269561522486275,0.0021797358212556363,True,0
immrep25_pos,A,20,1.9977774631927798,0.3823183496553004,0.002311887492671172,True,0
immrep25_pos,A,20,2.1845981982500358,0.34451427141273644,0.0003039782897262856,True,0
immrep25_pos,A,20,2.233751369493338,0.41709313742256976,0.0013796766301069018,True,1
immrep25_pos,A,20,2.063882392200646,0.3565481650845447,0.0008647010836553057,True,0
immrep25_pos,A,20,2.3669961150813625,0.34405357905838424,0.00010780468776847498,True,0
immrep25_pos,A,20,2.322646555460561,0.3389869097698786,0.00011679657811290566,True,0
immrep25_pos,A,20,2.396209126879377,0.37597959517003765,0.00023735529208658392,True,0
immrep25_pos,A,20,2.3385599402251174,0.35273447924468404,0.0001639709598993985,True,0
immrep25_pos,A,20,2.335375888027138,0.39107133845538483,0.0004718009799619253,True,0
immrep25_pos,A,20,2.3445970004202366,0.36528316307109776,0.00022868129474216953,True,0
immrep25_pos,A,20,2.137563705693126,0.37666312949447867,0.0009258413009854736,True,0
immrep25_pos,A,20,2.4029181917812186,0.3581609239056647,0.0001380298523974411,True,0
immrep25_pos,A,20,2.3070934425933487,0.3689593216781252,0.00030723426989520924,True,0
immrep25_pos,A,20,2.1722923235989153,0.39418447939891854,0.0011493793539505907,True,0
immrep25_pos,A,20,2.173637567585992,0.38502626969612885,0.0009272475158068129,True,0
immrep25_pos,A,20,2.4761391648166446,0.31365816747969993,2.0541742280926183e-05,True,0
immrep25_pos,A,20,2.481831888444679,0.36250653454704745,0.00010630755108206648,True,0
immrep25_pos,A,20,2.943802227723027,0.3520961145931935,9.863166757438995e-06,True,0
immrep25_pos,A,20,2.244523033865772,0.3746523739162976,0.0004950633300399007,True,1
immrep25_pos,A,20,2.5120637325069697,0.37122393686028676,0.00011921466988769765,True,1
immrep25_pos,A,20,2.216311649995062,0.3863540943280725,0.0007648721583190313,True,0
immrep25_pos,A,20,2.3980736917909935,0.3824437181051455,0.0002797289205918173,True,0
immrep25_pos,A,20,2.2199517566898717,0.4196333603701492,0.0015510010325316122,True,1
immrep25_pos,A,20,1.8887907242397681,0.3921750004185646,0.005279137776440697,True,0
immrep25_pos,A,20,2.2047498660912357,0.33148459669206237,0.00018167269293062297,True,0
immrep25_pos,A,20,2.5177858827825,0.38633733608274523,0.00017771399667366273,True,0
immrep25_pos,A,20,2.310517992473567,0.32619419301208546,8.193878499998753e-05,True,0
immrep25_pos,A,20,2.0656577016704967,0.37009516399783454,0.0011903654952703862,True,3
immrep25_pos,A,20,2.416751910853389,0.3882347524060835,0.00029773257625792494,True,0
immrep25_pos,A,20,2.0004985105338684,0.38469435626641774,0.0023910990665869662,True,1
immrep25_pos,A,20,2.546465804487651,0.36016162748743585,7.262464216392699e-05,True,0
immrep25_pos,A,20,2.442668979841314,0.3321808142919375,4.855846537980535e-05,True,0
immrep25_pos,A,20,2.527304030260934,0.358098559170248,7.458208646429796e-05,True,0
immrep25_pos,A,20,1.9309654593938834,0.36599429157013064,0.00243967306707774,True,0
immrep25_pos,A,20,2.526980452146087,0.3776607540343328,0.0001339180300421976,True,0
immrep25_pos,A,20,2.4421517259651444,0.4000305679092621,0.00035669303752155855,True,0
immrep25_pos,A,20,2.0657210287631083,0.41935794934592296,0.0032887328841997034,True,0
immrep25_pos,A,20,2.42632647403894,0.36222687562515216,0.00013846059036984237,True,0
immrep25_pos,A,20,2.2901431354742434,0.4140582388794572,0.0009923164431527459,True,0
immrep25_pos,A,20,2.336201213153813,0.37129722392535247,0.0002818886235242686,True,0
immrep25_pos,A,20,2.3591283533244476,0.3708236668674903,0.00024776498292369153,True,1
immrep25_pos,A,20,2.0044130381682783,0.38105608403342195,0.002166747878800366,True,0
immrep25_pos,A,20,2.6181869054451927,0.30594506060942156,7.113249723228221e-06,True,0
immrep25_pos,A,20,2.4699474470508114,0.32510576773145194,3.2665864981355286e-05,True,0
immrep25_pos,A,20,2.2334227453788698,0.3653387606169919,0.00041204378490908273,True,0
immrep25_pos,A,20,1.9471085026314243,0.40136654513298925,0.004462456356551316,True,0
immrep25_pos,A,20,2.1924483415547087,0.34712359950071986,0.0003131319413360142,True,0
immrep25_pos,B,20,1.7388389328635834,0.4002597038733562,0.01467330668103357,True,9
immrep25_pos,B,20,1.9238423727779537,0.3722629352018862,0.002911875944102155,True,8
immrep25_pos,B,20,1.9471137034140555,0.4308883383024232,0.0073039805490607386,True,8
immrep25_pos,B,20,1.9756365605185948,0.37426985612811675,0.0022204603407936377,True,4
immrep25_pos,B,20,1.8658398464981765,0.42568950542934963,0.010338943261393861,True,6
immrep25_pos,B,20,1.7816024231184022,0.3793329359840625,0.008097161312047433,True,6
immrep25_pos,B,20,1.911586922032399,0.44473036272035604,0.010708154297306665,True,7
immrep25_pos,B,20,2.031114277888798,0.4042618568023625,0.0029753640393486835,True,9
immrep25_pos,B,20,2.0023504135351775,0.39848774799422787,0.003114347568523722,True,5
immrep25_pos,B,20,1.8996494429742086,0.39909678635400186,0.005603881994879071,True,4
immrep25_pos,B,20,1.967218659722922,0.4532868888554324,0.009195747110247964,True,5
immrep25_pos,B,20,2.3000863358299166,0.4617208924345793,0.002374879814315246,True,8
immrep25_pos,B,20,1.7830365128673713,0.424273266484696,0.015889134885025955,True,5
immrep25_pos,B,20,2.210278235073476,0.43776113955799784,0.0022950419296848233,True,6
immrep25_pos,B,20,1.9216491174722095,0.41814387616274035,0.006827965158849795,True,8
immrep25_pos,B,20,2.2501095547911714,0.42056320638417594,0.0013708375661611303,True,6
immrep25_pos,B,20,1.9247640322864767,0.4506740477400148,0.010890026614408773,True,7
immrep25_pos,B,20,1.7300269936819412,0.3987486751488852,0.015140824258820101,True,7
immrep25_pos,B,20,1.8920922149326962,0.40812928725657527,0.006817639138013491,True,6
immrep25_pos,B,20,1.7736295803544122,0.4263328970570592,0.017194789032446933,True,6
immrep25_pos,B,20,1.9279590585215434,0.43459837978168697,0.008522068667272665,True,5
immrep25_pos,B,20,1.7410468622895963,0.4030091512450804,0.01506366437729274,True,6
immrep25_pos,B,20,1.840846858229245,0.39178986526366005,0.006963751585575625,True,8
immrep25_pos,B,20,2.054538672705944,0.4334776491000422,0.004444750724932914,True,5
immrep25_pos,B,20,2.0776922694350763,0.4349416534745525,0.004070156411455363,True,7
immrep25_pos,B,20,1.825746051863056,0.41736573986559444,0.011389564038824226,True,8
immrep25_pos,B,20,2.3058572228617344,0.4383545279241771,0.0015140319598990787,True,4
immrep25_pos,B,20,2.1061046022588514,0.4585832615364166,0.005218597537203443,True,7
immrep25_pos,B,20,1.9753564227270584,0.39008622093253326,0.0030772051832295365,True,9
immrep25_pos,B,20,1.8780887021649502,0.4115335792977702,0.007789385335055289,True,6
immrep25_pos,B,20,1.6807205497594067,0.38434899012178875,0.01671407656784687,True,8
immrep25_pos,B,20,1.9308549416357925,0.4173876266326696,0.006419967266547656,True,9
immrep25_pos,B,20,2.001665570668074,0.4037756938258402,0.0034550251217886764,True,9
immrep25_pos,B,20,2.006238953649416,0.4389089952242529,0.006149429271193485,True,8
immrep25_pos,B,20,2.0201370138999497,0.45966425625154883,0.00784781174945503,True,5
immrep25_pos,B,20,1.911514213892002,0.40318480629060655,0.005624790798654708,True,6
immrep25_pos,B,20,1.869044067884685,0.40803883467481483,0.007746511983513759,True,7
immrep25_pos,B,20,2.0289136063469284,0.4330529676753966,0.00500689097288091,True,4
immrep25_pos,B,20,1.8924921516932989,0.40324864634285695,0.006269074206134119,True,6
immrep25_pos,B,20,2.0443618469419493,0.4161196442183083,0.003459022574611474,True,7
immrep25_pos,B,20,2.07887402347277,0.4482847353420968,0.0050341058542043154,True,6
immrep25_pos,B,20,1.8840816862224745,0.37927185696415694,0.004272802315359524,True,4
immrep25_pos,B,20,1.7397262310262191,0.3951315294806129,0.0135371480327671,True,6
immrep25_pos,B,20,1.7604161189136944,0.4071735202390109,0.01426036688056286,True,5
immrep25_pos,B,20,2.004076322165391,0.4054566420519942,0.0035185319600056528,True,5
immrep25_pos,B,20,1.5426768099410826,0.3666815091915473,0.03320694605163668,True,4
immrep25_pos,B,20,1.8518612341682519,0.4023644022009043,0.0077911316585806195,True,4
immrep25_pos,B,20,1.94131594991906,0.4255825845921915,0.006928096964535231,True,4
immrep25_pos,B,20,1.7684953833964845,0.40148818903151245,0.01251495349108118,True,9
immrep25_pos,B,20,2.0064681454634274,0.4359409440488462,0.005862017370951812,True,8
immrep25_pos,B,20,1.9145573472214799,0.43396875893597986,0.009043086223088158,True,8
immrep25_pos,B,20,2.208571096791389,0.4472374280217891,0.0027386195500387796,True,7
immrep25_pos,B,20,2.120862528213317,0.4497713053159253,0.0042464447709609976,True,4
immrep25_pos,B,20,2.0609529990238475,0.38544124311784067,0.0017264916929924181,True,6
immrep25_pos,B,20,2.1489417953515746,0.3997862713662331,0.0014640706818464624,True,7
immrep25_pos,B,20,1.855936090645429,0.4231345113871096,0.010504052701204242,True,8
immrep25_pos,B,20,2.052488747700005,0.4203069603836537,0.0035773980334350666,True,8
immrep25_pos,B,20,2.012059576203047,0.3801617415250541,0.0020341172905503193,True,7
immrep25_pos,B,20,1.931261367747395,0.41046744821855097,0.005710066474505807,True,11
immrep25_pos,B,20,1.9399975709437207,0.4258786307115806,0.007008505929033789,True,6
immrep25_pos,B,20,2.1048135634728817,0.4189885534933637,0.0026837254342760796,True,4
immrep25_pos,B,20,1.9172038455560407,0.4190984279676096,0.007100459008377341,True,6
immrep25_pos,B,20,2.024838750103892,0.4198766154743507,0.004088796159733706,True,10
immrep25_pos,B,20,2.3198644923775604,0.4391269734673461,0.001445637540389633,True,7
immrep25_pos,B,20,1.93976647482306,0.4396299976345142,0.00864692281516649,True,4
immrep25_pos,B,20,1.8699225917700544,0.3973740769698233,0.006456124085245734,True,9
immrep25_pos,B,20,1.8429206391505648,0.40070659619452986,0.007985455894027748,True,9
immrep25_pos,B,20,1.7978840163059364,0.4222927284561789,0.014251861345126696,True,7
immrep25_pos,B,20,2.1228293391777795,0.4374043603457629,0.003421547902443368,True,4
immrep25_pos,B,20,1.9250403546919237,0.4278775323173505,0.007815847252608763,True,7
immrep25_pos,B,20,2.0250097970189196,0.40929927103789854,0.003378139677970433,True,5
immrep25_pos,B,20,1.8791192868872422,0.3965292038407602,0.006031817875815688,True,6
immrep25_pos,B,20,2.1297643105851187,0.4142923893191641,0.002166507136937667,True,4
immrep25_pos,B,20,1.9187653476888147,0.4156886604678032,0.006664669135051204,True,8
immrep25_pos,B,20,1.9576127137652437,0.3924506045015692,0.003564296613264484,True,6
immrep25_pos,B,20,2.0655944437557396,0.41468545695473946,0.003021000942170931,True,5
immrep25_pos,B,20,1.9906379726191443,0.39653741167461753,0.0032006110517842387,True,8
immrep25_pos,B,20,1.9465626708629284,0.4202180602850192,0.006184098649438,True,7
immrep25_pos,B,20,1.8895741202595884,0.42541154450645985,0.009072912534610763,True,9
immrep25_pos,B,20,1.7602224238976036,0.42094971909716283,0.017254620273614116,True,5
immrep25_pos,B,20,1.7243216127227632,0.35062474283850303,0.007073755552501758,True,8
immrep25_pos,B,20,1.8813718001666457,0.40613348652586734,0.007005621011009837,True,7
immrep25_pos,B,20,2.217156342988581,0.41144187631371976,0.0013296149529411878,True,5
immrep25_pos,B,20,1.9264071538771517,0.3876370555600172,0.0038937081749893738,True,5
immrep25_pos,B,20,1.866842878331448,0.42191754473779736,0.00972584070653937,True,7
immrep25_pos,B,20,2.1803842132264397,0.4220482479166618,0.001964895061505395,True,6
immrep25_pos,B,20,2.0112175144986426,0.4293942760669378,0.005149920947093721,True,8
immrep25_pos,B,20,1.9263150032021403,0.3757442031474258,0.003081213883837162,True,6
immrep25_pos,B,20,1.7554495580960616,0.41970980756147147,0.017434527754702715,True,9
immrep25_pos,B,20,1.9830210643123596,0.44599836312377,0.007671449333154523,True,5
immrep25_pos,B,20,1.736081932466862,0.4059108331252312,0.016161667473233617,True,8
immrep25_pos,B,20,1.687479333025599,0.4275465948776137,0.028121353548299838,True,8
immrep25_pos,B,20,1.7172500419030867,0.42844512665975776,0.024087830193971912,True,5
immrep25_pos,B,20,2.0530439171142794,0.41867269348253255,0.003464438584790269,True,5
immrep25_pos,B,20,1.7797870054940708,0.35433684978273794,0.005156738498230735,True,7
immrep25_pos,B,20,1.8104625527324096,0.44638519554545497,0.018246637053178222,True,5
immrep25_pos,B,20,2.092743436984834,0.4454919647126889,0.004511904211614993,True,7
immrep25_pos,B,20,1.9931497275887964,0.4557793531972058,0.008421805250324916,True,7
immrep25_pos,B,20,1.8097146474083559,0.4198684705976688,0.012905103553955426,True,5
immrep25_pos,B,20,1.9974052371265978,0.438876183640963,0.006419217151117698,True,8
immrep25_pos,B,20,1.955792455364491,0.3894501281728248,0.003399576293106236,True,7
immrep25_pos,B,20,1.7721148643901345,0.4241732120111706,0.016853488358439684,True,9
immrep25_pos,B,20,1.6464724109367286,0.40961094670302756,0.02886309394761267,True,6
immrep25_pos,B,20,2.140298817216297,0.42652962684726853,0.0025932324186301024,True,4
immrep25_pos,B,20,1.9797806784458645,0.42161104427951995,0.005316405085241778,True,7
immrep25_pos,B,20,1.9055481134128156,0.4272685475549302,0.008575190669085337,True,5
immrep25_pos,B,20,1.9312213137431542,0.41563497755356577,0.006225922128752132,True,10
immrep25_pos,B,20,1.7785616496290049,0.4328706882278298,0.018212917842068056,True,5
immrep25_pos,B,20,2.0139532245110536,0.4244910888187028,0.004679987775184174,True,5
immrep25_pos,B,20,2.2046116215272513,0.41497762485484596,0.0015196556505488222,True,6
immrep25_pos,B,20,1.7743440708204825,0.36363626609552574,0.006404684225671127,True,6
immrep25_pos,B,20,1.842968072376785,0.4312214920687097,0.01263465027263494,True,9
immrep25_pos,B,20,2.0307074531811526,0.445835018043249,0.006082077690639826,True,5
immrep25_pos,B,20,1.73754225147459,0.40768931710169815,0.016423764024645737,True,4
immrep25_pos,B,20,2.2603124760950206,0.4404172817601856,0.0019244113198634725,True,4
immrep25_pos,B,20,2.088958369429907,0.4196989315140824,0.0029436631247529333,True,6
immrep25_pos,B,20,2.1984780171786977,0.41548790134987845,0.001581737780054693,True,5
immrep25_pos,B,20,2.042056259118013,0.43755788282662283,0.00505201723048045,True,5
immrep25_pos,B,20,1.8386909332577646,0.40165770626674074,0.008311363989573245,True,4
immrep25_pos,B,20,1.9185059666020396,0.41190835925654307,0.006272134775756651,True,8
immrep25_pos,B,20,1.9518718259771215,0.4248559045034855,0.006482049990641755,True,9
