# x rate
2.79 0.0001
2.755 0.0001
2.7199999999999998 0.0001
3.315 0.0001
2.965 0.0001
2.825 0.0001
2.895 0.0001
3.0 0.0001
3.2800000000000002 0.0001
3.035 0.0001
3.07 0.0001
3.105 0.0001
3.14 0.0001
3.175 0.0001
3.21 0.0001
3.245 0.0001
2.86 0.0001
2.685 0.0001
4.0 0.003423354887790034
4.0 0.04950495049504951
5.0 0.046012269938650305
5.0 0.0423728813559322
4.9825 0.013574660633484163
5.0175 0.018633540372670808
5.0 0.010869565217391304
5.0 0.00816326530612245
5.035 0.008298755186721992
4.965 0.006134969325153374
5.0 0.0036900369003690036
5.0 0.0053475935828877
5.1575 0.0001
5.0875 0.0001
5.0525 0.0001
5.0175 0.0001
4.9825 0.0001
4.9475 0.0001
4.9125 0.0001
4.8775 0.0001
5.1225 0.0001
4.8425 0.0001
6.0 0.0032679738562091504
6.28 0.0001
6.245 0.0001
6.21 0.0001
6.175 0.0001
6.14 0.0001
6.105 0.0001
6.07 0.0001
6.035 0.0001
5.685 0.0001
5.965 0.0001
5.93 0.0001
5.895 0.0001
5.86 0.0001
5.825 0.0001
5.79 0.0001
5.755 0.0001
5.72 0.0001
6.315 0.0001
6.0 0.0001
7.035 0.000986842105263158
6.965 0.000927070457354759
7.0 0.0009807126511932004
7.0525 0.0006414368184733803
6.9475 0.0005839416058394161
6.9825 0.0005892751915144372
7.0175 0.0005979073243647235
6.965 0.00026504108136761196
7.0 0.00026616981634282674
7.035 0.0002671653753673524
6.9825 0.0001
7.0175 0.0001
7.6675 0.0001
8.2625 0.0001
8.2275 0.0001
8.1925 0.0001
8.1575 0.0001
8.1225 0.0001
8.0875 0.0001
8.0525 0.0001
8.0175 0.0001
7.9825 0.0001
7.9475 0.0001
7.9125 0.0001
7.8775 0.0001
7.8425 0.0001
7.8075 0.0001
7.7725 0.0001
7.7375 0.0001
7.7025 0.0001
8.2975 0.0001
8.3325 0.0001
8.6675 0.0001
9.2625 0.0001
9.2275 0.0001
9.1925 0.0001
9.1575 0.0001
9.1225 0.0001
9.0875 0.0001
9.0525 0.0001
9.0175 0.0001
8.9825 0.0001
8.9475 0.0001
8.9125 0.0001
8.8775 0.0001
8.8425 0.0001
8.8075 0.0001
8.7725 0.0001
8.7375 0.0001
8.7025 0.0001
9.2975 0.0001
9.3325 0.0001
