# x rate
1.9125 0.009009009009009009
1.9825 0.00013846579894765993
2.0175 0.014084507042253521
1.8599999999999999 0.005681818181818182
2.07 0.005434782608695652
2.0175 0.00015460729746444033
1.93 0.005917159763313609
2.175 0.0001
2.14 0.0001
2.105 0.0001
2.07 0.0001
2.035 0.0001
2.0 0.0001
1.965 0.0001
1.93 0.0001
1.895 0.0001
1.8599999999999999 0.0001
1.825 0.0001
2.21 0.0001
1.79 0.0001
3.0 0.13921113689095127
3.0 0.005399568034557235
4.0175 0.05333333333333334
3.9825 0.05220883534136546
4.0175 0.01845018450184502
4.0 0.029239766081871343
3.9825 0.013574660633484163
4.0 0.010869565217391304
4.0175 0.008298755186721992
4.0 0.0036900369003690036
4.0175 0.0053475935828877
3.9825 0.004366812227074236
3.9825 0.006134969325153374
4.105 0.0001
4.07 0.0001
4.035 0.0001
4.0 0.0001
3.965 0.0001
3.93 0.0001
3.895 0.0001
4.14 0.0001
3.86 0.0001
4.6675 0.0001
5.2625 0.0001
5.2275 0.0001
5.1925 0.0001
5.1575 0.0001
5.1225 0.0001
5.0875 0.0001
5.0525 0.0001
5.0175 0.0001
4.9825 0.0001
4.9475 0.0001
4.9125 0.0001
4.8775 0.0001
4.8425 0.0001
4.8075 0.0001
4.7725 0.0001
4.7375 0.0001
4.7025 0.0001
5.2975 0.0001
5.3325 0.0001
6.0175 0.005
5.9825 0.004830917874396135
6.2625 0.0001
6.2275 0.0001
6.1925 0.0001
6.1575 0.0001
6.1225 0.0001
6.0875 0.0001
6.0525 0.0001
5.7025 0.0001
5.9825 0.0001
5.9475 0.0001
5.9125 0.0001
5.8775 0.0001
5.8425 0.0001
5.8075 0.0001
5.7725 0.0001
5.7375 0.0001
6.2975 0.0001
6.0175 0.0001
6.6675 0.0001
7.2625 0.0001
7.2275 0.0001
7.1925 0.0001
7.1575 0.0001
7.1225 0.0001
7.0875 0.0001
7.0525 0.0001
7.0175 0.0001
6.9825 0.0001
6.9475 0.0001
6.9125 0.0001
6.8775 0.0001
6.8425 0.0001
6.8075 0.0001
6.7725 0.0001
6.7375 0.0001
6.7025 0.0001
7.2975 0.0001
7.3325 0.0001
